,logFC,logCPM,F,PValue,FDR
WBGene00013672,-0.334750013,5.374414718,3.704534079,0.070970294,0.244585269
WBGene00013673,-0.454651876,-0.017451575,1.848980671,0.19398916,0.44822878
WBGene00013674,0.008300471,4.021076834,0.008333372,0.928319178,0.971903318
WBGene00013676,0.140687262,4.551622218,3.538710821,0.076993364,0.258523593
WBGene00013677,0.303435975,6.269413788,2.4785056,0.133627729,0.361968794
WBGene00013678,0.034095279,4.113296237,0.169784537,0.685393761,0.851248636
WBGene00013679,-0.055754875,4.829485942,0.478124369,0.498502088,0.734026851
WBGene00013680,-0.161574701,5.049936848,4.430350711,0.050304823,0.194301037
WBGene00013682,-0.107295886,6.427654319,1.150412398,0.298283603,0.56632071
WBGene00013683,-0.074131346,6.81133315,1.325779965,0.265314308,0.533870446
WBGene00013685,-0.382798016,1.219132863,2.01803945,0.173316667,0.421488035
WBGene00013687,-0.089373371,5.293503499,2.111209243,0.164227054,0.408299618
WBGene00013688,-0.19846409,7.229216354,9.733420901,0.006167383,0.043812604
WBGene00013689,-0.018640395,6.347268553,0.076001807,0.786075772,0.904488012
WBGene00013690,0.139767536,4.864478131,1.28806359,0.271976244,0.539915918
WBGene00013691,-0.006852214,1.543118311,0.001212385,0.972624764,0.990758672
WBGene00013692,-0.120723166,3.938439982,1.333375328,0.263999007,0.533216936
WBGene00013693,-0.149226456,1.884196557,1.212719814,0.296813353,0.564893886
WBGene00013694,-0.197354987,5.03354259,6.228144183,0.023020711,0.115558068
WBGene00013695,-0.142299042,5.300144527,3.802236563,0.067679815,0.236854835
WBGene00013697,-0.11756076,4.469623978,2.542647791,0.129020463,0.355459256
WBGene00013698,-0.235186862,3.836380022,2.07404392,0.167780552,0.413677127
WBGene00013701,-0.266332178,3.27985296,3.415615511,0.0818539,0.269290968
WBGene00013703,0.116163897,5.47244165,2.318720132,0.146000776,0.381969738
WBGene00013708,-0.04459306,3.618193035,0.289738834,0.597286392,0.800358242
WBGene00013709,-0.027664682,7.33864554,0.187250323,0.670592833,0.844549521
WBGene00013710,-0.026052438,0.919931101,0.011585027,0.915531944,0.966483751
WBGene00013711,-0.121696015,5.680147942,2.669506709,0.120459489,0.339960842
WBGene00013712,-0.017638052,-0.034010527,0.003126261,0.979222854,0.993064913
WBGene00013713,0.342719715,1.932632999,3.553325315,0.076439094,0.257139126
WBGene00013716,0.221031989,4.629070576,2.937704915,0.104498601,0.312891264
WBGene00013717,0.040691853,3.339613122,0.153770639,0.699774769,0.857907945
WBGene00013718,-0.063921585,6.645970036,1.180970195,0.292155958,0.560428287
WBGene00013719,0.065062549,4.131968581,0.702007407,0.413603308,0.66993843
WBGene00013720,0.184000931,3.79436891,2.826412204,0.110794789,0.323586876
WBGene00013723,-0.20276101,0.03184596,0.350719664,0.561412129,0.777818792
WBGene00013724,0.030802717,3.048578982,0.061517581,0.807050489,0.914567252
WBGene00013725,0.184244647,3.693856248,1.870835152,0.188988396,0.441673897
WBGene00013727,-0.797515442,0.459329235,3.526734833,0.077451081,0.259639386
WBGene00013728,-0.384314426,0.520367612,1.5432955,0.230801954,0.494351451
WBGene00013729,-0.054896728,3.67113677,0.119969696,0.733268884,0.876776623
WBGene00013730,0.003413534,5.959890721,0.000871306,0.976791403,0.992300706
WBGene00013732,-0.293472634,7.508754944,7.688445318,0.012928783,0.076319316
WBGene00013734,-0.003584071,7.370836115,0.002937918,0.957398463,0.984015498
WBGene00013735,-0.14219712,5.464928835,0.480145244,0.497608115,0.733485055
WBGene00013736,-0.149356402,5.317373915,2.755572604,0.11503863,0.331571166
WBGene00013737,0.01690204,5.12715103,0.054463441,0.818226151,0.919132887
WBGene00013738,-0.120426226,4.492574289,2.330304617,0.145058144,0.381037271
WBGene00013739,-0.111983542,3.440328956,0.733936274,0.403390269,0.66162925
WBGene00013740,0.032255008,4.281750599,0.118531252,0.734806894,0.877615128
WBGene00013741,-0.10492001,0.008871436,0.0578547,0.812763291,0.917353321
WBGene00013742,-0.060827025,3.115707205,0.105202844,0.749584897,0.885689713
WBGene00013746,0.041836627,3.024116354,0.112437872,0.741441133,0.880757325
WBGene00013748,1.480888765,1.977379104,22.27755376,0.000191898,0.00292427
WBGene00013749,0.490232452,0.714800973,3.0698856,0.09756516,0.300194119
WBGene00013750,-0.104557502,2.36783646,0.40908295,0.53086383,0.757528055
WBGene00013751,-0.316834659,1.014174849,1.389438659,0.254552027,0.521777648
WBGene00013752,0.264933192,4.637700496,6.28119166,0.022524791,0.113868004
WBGene00013753,0.258597516,1.669602875,1.672923116,0.212971334,0.473455497
WBGene00013755,-0.683522018,1.635305364,12.00052379,0.002924144,0.024810707
WBGene00013756,0.082886271,2.173550238,0.155621502,0.698069272,0.857149415
WBGene00013758,-0.570451542,2.248782396,5.491438935,0.031374106,0.143024078
WBGene00013761,-0.233730247,1.469663809,1.119496208,0.304663023,0.572168096
WBGene00013762,0.508027016,3.843755578,16.64387384,0.000763909,0.00889202
WBGene00013765,0.215150253,4.611203603,4.441958246,0.05003628,0.193625037
WBGene00013766,-0.117570562,9.340898163,1.680045053,0.212043594,0.472405989
WBGene00013768,0.101377549,3.596870926,1.017086273,0.327190898,0.595310797
WBGene00013774,-0.264631474,0.571078711,1.173836405,0.29357104,0.561715278
WBGene00013775,-0.311839208,0.722670348,1.812434128,0.200265138,0.457478306
WBGene00013776,-0.153931716,2.870822319,1.438566083,0.246635973,0.512216756
WBGene00013777,-0.481801868,-0.28610431,0.750780832,0.398157043,0.656949954
WBGene00013778,0.311306296,2.102815449,3.180688579,0.092170275,0.289998182
WBGene00013779,-0.273316645,-0.331026058,0.554612737,0.466494778,0.711775356
WBGene00013781,-0.964245381,-0.112613949,8.19352497,0.010696181,0.06652749
WBGene00013782,-0.018607449,0.470175351,0.00416099,0.949311419,0.981735117
WBGene00013784,-0.500734103,0.945682796,5.590276351,0.030073461,0.139285587
WBGene00013789,-0.035925076,2.914403004,0.046554813,0.83170875,0.925454792
WBGene00013790,0.036899559,3.731289165,0.092124666,0.765134509,0.893883368
WBGene00013792,0.044954665,3.27511236,0.06243064,0.80565482,0.91393735
WBGene00013802,-0.164719614,2.418065864,1.46193839,0.242982827,0.50948394
WBGene00013803,0.168840543,5.86278177,2.85990441,0.108853583,0.320761717
WBGene00013804,-0.087171693,3.00381151,0.470829918,0.501752545,0.73671711
WBGene00013805,-0.231725686,4.408896825,4.223643613,0.055378086,0.207449205
WBGene00013806,-0.080513043,2.049286977,0.180506498,0.676206362,0.847584636
WBGene00013807,0.172308136,1.743931154,0.951410893,0.342881974,0.60828447
WBGene00013808,-0.065426186,6.337184478,0.971256664,0.338030135,0.604032484
WBGene00013809,0.103085168,2.516053235,0.113366262,0.740417549,0.880130832
WBGene00013812,0.057280517,1.972834324,0.085268997,0.773773336,0.898159647
WBGene00013814,-0.423849876,0.372260247,0.83077535,0.37464811,0.636730435
WBGene00013819,0.358337225,2.796328351,4.361111801,0.051941754,0.199059676
WBGene00013820,-0.854155736,0.399045689,5.126938885,0.036760655,0.1587885
WBGene00013822,0.129954551,1.293099097,0.438077782,0.516823046,0.747634216
WBGene00013828,-0.084225449,0.761818971,0.104562871,0.75032006,0.886183403
WBGene00013830,-0.189778772,2.54507752,1.149342089,0.29850139,0.566585742
WBGene00013832,-0.066912641,0.798204218,0.068365017,0.796837982,0.909961076
WBGene00013833,-0.246981919,0.286724098,0.64760892,0.431954007,0.685800011
WBGene00013835,-0.070956954,1.571553302,0.091445616,0.765974129,0.894480022
WBGene00013836,-0.103628794,3.95999872,1.129904017,0.302494738,0.57050413
WBGene00013838,-0.198669066,2.815429284,3.258937428,0.088760171,0.282871422
WBGene00013839,0.055602341,2.159106955,0.151740796,0.732929124,0.876537345
WBGene00013840,2.409502805,1.787344046,175.6687219,1.86E-10,4.64E-08
WBGene00013844,0.805711023,1.325627174,2.87620191,0.107923669,0.319320093
WBGene00013845,0.178791084,4.072535387,0.26000519,0.616598,0.813597215
WBGene00013847,0.034857869,6.708527949,0.242771302,0.628443228,0.820322801
WBGene00013848,-0.264783073,3.448986078,2.895054228,0.106859769,0.317338477
WBGene00013849,0.268367524,-0.160738746,0.252764968,0.621512091,0.817090872
WBGene00013850,-0.098920049,1.078909674,0.137960314,0.714853593,0.866111014
WBGene00013852,1.198311054,-0.102327282,8.681405499,0.008945501,0.058500995
WBGene00013853,0.059170809,6.098596816,0.166615289,0.688174684,0.852491194
WBGene00013855,0.03109903,3.886011722,0.018624177,0.893034233,0.955541355
WBGene00013856,-0.31858871,3.372234162,4.891599346,0.040802335,0.170062025
WBGene00013857,0.000843425,2.447107053,2.69E-05,0.995920953,0.998884798
WBGene00013859,0.035308688,7.699144596,0.054586556,0.818024731,0.919065458
WBGene00013860,-0.071307012,4.118373472,0.239779322,0.630553079,0.821760362
WBGene00013862,0.065071984,2.821837094,0.182819935,0.674266796,0.846308195
WBGene00013865,-0.017426522,-0.470480579,0.001138607,0.973470434,0.991121552
WBGene00013866,-0.065910729,5.579482268,0.517671033,0.481500701,0.722452643
WBGene00013869,0.032986739,5.590478348,0.166585546,0.688200929,0.852491194
WBGene00013870,0.735558335,4.002272432,45.88125063,3.06E-06,0.000101671
WBGene00013871,0.103182182,1.047275398,0.127224385,0.725666173,0.873470534
WBGene00013872,0.013499566,0.939893512,0.003930204,0.950735166,0.981735117
WBGene00013873,-0.164412665,0.3438501,0.21636349,0.647660443,0.83296904
WBGene00013874,-0.302162317,3.615069805,4.576927639,0.047032324,0.18663539
WBGene00013875,-0.133498644,4.699929474,0.616862337,0.442902241,0.693460281
WBGene00013876,0.215442247,2.322803952,1.347733415,0.261536088,0.530034703
WBGene00013877,0.081192061,5.593446341,1.211664923,0.286171588,0.554923705
WBGene00013878,0.060945451,7.008636418,0.627398616,0.439100972,0.69103504
WBGene00013880,-0.148007524,4.363513795,2.393891554,0.140013971,0.371558774
WBGene00013881,0.523448689,2.426805707,7.819975407,0.012300374,0.0736295
WBGene00013882,1.116914142,7.250904195,86.28322804,4.08E-08,3.18E-06
WBGene00013883,-0.277785524,0.981438871,1.682309236,0.211749729,0.472104164
WBGene00013884,0.277844175,6.671412982,6.96605221,0.017102077,0.094022498
WBGene00013890,-0.170078405,0.809942057,0.572387686,0.459551245,0.705812585
WBGene00013891,-0.345089393,2.372287646,0.597559228,0.450005617,0.699129652
WBGene00013892,0.082350582,4.705390043,0.995464187,0.332242725,0.599897897
WBGene00013893,0.034510725,4.736882846,0.253492414,0.621014363,0.817044044
WBGene00013894,0.261579462,3.122742949,1.61441392,0.2207925,0.481867312
WBGene00013895,-0.185604517,4.794453444,3.308792449,0.086366395,0.278199998
WBGene00013896,0.433279637,3.457595034,7.78025738,0.012486412,0.07450491
WBGene00013897,-0.701009392,2.248958165,18.57829105,0.000463082,0.005871375
WBGene00013898,-0.248676106,7.221860366,5.765986455,0.027910557,0.132226149
WBGene00013899,-0.340670913,6.824944921,16.01096534,0.000905964,0.010122765
WBGene00013900,-0.122351093,4.637698535,0.646165569,0.432458259,0.685920256
WBGene00013901,-1.436700583,1.48579668,17.72706329,0.000575053,0.007044826
WBGene00013902,0.227179721,5.87962327,4.814469163,0.042236521,0.173741602
WBGene00013903,-0.5128014,2.599624232,10.81382789,0.004284011,0.033324682
WBGene00013904,1.691979409,3.743965864,92.47747505,2.47E-08,2.12E-06
WBGene00013905,-0.742227692,4.453555127,8.652286724,0.00904039,0.059068229
WBGene00013906,0.724852778,4.709804335,12.17247257,0.002770822,0.023915871
WBGene00013907,-0.083896216,0.178500252,0.067731735,0.797758823,0.910252804
WBGene00013911,0.064826866,-0.022413225,0.032042911,0.860025458,0.939798789
WBGene00013912,-0.060107428,-0.071071796,0.023714418,0.87940645,0.949326739
WBGene00013914,0.145373363,1.845114492,0.625550491,0.43976394,0.69143951
WBGene00013916,0.170250058,0.207423157,0.283841047,0.601011691,0.802415015
WBGene00013917,0.119042114,4.343676912,1.610026701,0.221393649,0.482181659
WBGene00013919,-0.073677833,6.336992458,0.973513281,0.33748463,0.603590188
WBGene00013920,-0.343827405,6.018621477,16.48652628,0.000796735,0.009185585
WBGene00013921,-0.175753856,4.97762258,3.849031041,0.06616711,0.233423078
WBGene00013923,-0.735691662,4.196082388,22.13809872,0.000198055,0.002986701
WBGene00013924,0.148738065,6.445265138,5.608417114,0.029841501,0.13851815
WBGene00013925,-0.047383733,3.763819699,0.181464595,0.675401317,0.847071908
WBGene00013926,0.441850402,6.005173544,6.934984512,0.017313232,0.094895368
WBGene00013934,-0.234283143,7.144066787,6.201665541,0.023272898,0.116501154
WBGene00013935,0.365664389,1.037112979,0.645964917,0.432528434,0.685920256
WBGene00013937,-3.582126154,0.351316817,49.58456882,1.86E-06,6.64E-05
WBGene00013938,2.350673577,0.267291192,22.00811942,0.000203995,0.003054017
WBGene00013939,-2.806523183,2.523983234,57.36632912,7.08E-07,3.07E-05
WBGene00013946,-0.050286075,1.255989585,0.043422448,0.837379828,0.927816575
WBGene00013947,0.556072054,3.001862216,4.114133561,0.058305052,0.214619461
WBGene00013949,0.385567272,2.423614967,6.306801683,0.022289739,0.113103255
WBGene00013950,0.157072791,2.753221197,0.482521694,0.496560437,0.732969063
WBGene00013953,-0.20021097,-0.353156498,0.307497127,0.58757971,0.794699502
WBGene00013955,0.643949656,2.489599798,7.324687279,0.014864927,0.085248328
WBGene00013957,-0.576476339,1.753775718,10.76089159,0.004359502,0.033766918
WBGene00013958,-0.201962896,4.217363651,3.187590764,0.091846054,0.289235803
WBGene00013959,-0.05627243,4.191979685,0.277135324,0.605308731,0.805034376
WBGene00013960,0.230090071,0.525980096,0.158745715,0.695217,0.855125171
WBGene00013961,0.864659394,0.698535909,10.24088044,0.005186349,0.038504391
WBGene00013962,-0.04413355,5.663246411,0.24999788,0.623413676,0.817930144
WBGene00013963,0.125260876,5.536102178,1.909172409,0.184742367,0.436040127
WBGene00013964,-0.742744361,4.301677653,52.71084145,1.24E-06,4.81E-05
WBGene00013965,0.34090579,1.151613463,0.441916755,0.515014774,0.746732777
WBGene00013966,0.16370474,3.254875399,2.808470849,0.111851663,0.325689029
WBGene00013967,0.172626753,3.020777859,1.265218389,0.276120153,0.543873721
WBGene00013968,-0.474952457,0.141493636,1.41849347,0.249830819,0.516336028
WBGene00013969,0.083675451,8.031171427,0.849027929,0.369573539,0.632259016
WBGene00013970,0.100163771,5.518560012,1.332782567,0.264101345,0.533216936
WBGene00013974,0.105238764,0.874848702,0.187664866,0.670251735,0.84441347
WBGene00013975,1.123538965,1.866726372,25.71590223,9.12E-05,0.001598802
WBGene00013976,-0.030683943,1.391556714,0.013539001,0.908717412,0.963078304
WBGene00013980,-0.556424437,1.605587839,4.181993118,0.056470756,0.210487923
WBGene00013982,-0.845409348,0.342628537,5.529620814,0.030864166,0.141635052
WBGene00013983,-0.242289632,5.798226942,6.52238529,0.020418123,0.106745829
WBGene00013984,-0.050078331,2.299462348,0.090903251,0.766647202,0.894833381
WBGene00013985,0.035102963,6.845729816,0.302522171,0.58937832,0.79586942
WBGene00013986,3.036725544,-0.532636717,26.45822163,7.84E-05,0.001412255
WBGene00013989,-0.008229802,3.269021093,0.004129436,0.949503695,0.981735117
WBGene00013994,-0.071087392,6.183032875,1.128899199,0.302703149,0.570601532
WBGene00013996,0.097888293,3.598329376,0.149006917,0.704219873,0.859831493
WBGene00013997,-9.26E-05,6.065371691,1.65E-06,0.998988678,0.999737367
WBGene00013998,-0.021162521,4.20834115,0.053097907,0.820476557,0.919834432
WBGene00014000,-0.198846756,4.06710979,2.14799741,0.160800522,0.402821291
WBGene00014001,1.141094538,5.943969686,171.2088931,2.27E-10,5.15E-08
WBGene00014002,0.844400979,2.761846572,35.4805851,1.49E-05,0.000374587
WBGene00014003,0.11247825,3.629874283,0.501532188,0.488316008,0.727155322
WBGene00014004,0.20973791,5.23210747,6.446297924,0.021057461,0.108560913
WBGene00014006,0.87851296,5.907816575,50.81059152,1.58E-06,5.82E-05
WBGene00014008,0.790626242,-0.07080534,5.8234194,0.027242568,0.130166259
WBGene00014011,-0.088751267,5.412234177,1.0657709,0.316203063,0.583672754
WBGene00014012,-0.118684331,6.11409987,0.775816727,0.390567139,0.651083617
WBGene00014013,0.105444706,7.043694805,1.596102539,0.223315522,0.484692008
WBGene00014014,0.18080442,4.34495384,6.167931188,0.023598766,0.117787594
WBGene00014015,-0.012830987,7.066508682,0.048954449,0.827498423,0.923085037
WBGene00014016,0.41030805,7.957160459,25.99429132,8.61E-05,0.00152805
WBGene00014017,0.056769055,5.353591342,0.562830968,0.463262959,0.708995945
WBGene00014018,0.16462108,4.750485849,4.533851868,0.047967813,0.188993332
WBGene00014019,0.221729453,4.270686258,4.702197841,0.044429197,0.179550451
WBGene00014020,0.004511547,3.092735339,0.001364967,0.97095396,0.990243177
WBGene00014021,-0.22607781,5.136572358,6.312004552,0.022242328,0.112902215
WBGene00014022,-0.246235522,6.399291121,9.010462472,0.007947885,0.053547539
WBGene00014023,-0.130503538,5.98145987,1.683039273,0.211655088,0.472104164
WBGene00014024,-0.039675237,-0.254502233,0.008800412,0.92634396,0.970809325
WBGene00014025,0.002651347,7.083784537,0.002093028,0.964036859,0.986709666
WBGene00014027,-0.339555765,1.293510579,2.312147725,0.146538893,0.382500294
WBGene00014028,0.016663776,3.446407758,0.023369752,0.880278768,0.949592239
WBGene00014030,1.344660849,3.407629667,43.84327243,4.08E-06,0.000126778
WBGene00014031,0.084626257,3.427732099,0.499518246,0.48917813,0.727835964
WBGene00014033,-0.102391806,3.596545071,0.868132501,0.364369423,0.627428906
WBGene00014034,-0.127578316,1.827637115,0.425107693,0.523018574,0.751929563
WBGene00014035,-0.418470902,3.213296331,11.60849607,0.003310691,0.027307074
WBGene00014036,0.01419905,6.576917059,0.023407908,0.880181875,0.949592239
WBGene00014039,0.378819063,1.441244181,0.245602281,0.626461861,0.819819874
WBGene00014046,0.222903873,0.260692578,0.294586831,0.59426096,0.798741405
WBGene00014047,4.699590107,3.096316601,165.9090427,2.91E-10,6.03E-08
WBGene00014051,-0.177418021,6.982699215,3.883610542,0.065074578,0.230520848
WBGene00014052,0.564270947,1.781411001,13.15759218,0.002048926,0.019156794
WBGene00014053,0.109626725,0.960230612,0.116320717,0.737191031,0.878458723
WBGene00014054,-0.115256126,6.204910302,2.64016454,0.122377312,0.343833269
WBGene00014055,0.040367939,4.209190008,0.090234456,0.76748021,0.89503423
WBGene00014057,-1.055036785,3.335492114,41.1240939,6.08E-06,0.0001753
WBGene00014058,-0.418274743,8.028255082,22.05872951,0.000201659,0.003025297
WBGene00014060,0.378114685,2.089472838,6.578071942,0.019964199,0.105131238
WBGene00014061,0.127146731,1.209159791,0.323999196,0.576573592,0.788125306
WBGene00014063,-1.14415975,0.019140045,18.3147208,0.000494901,0.006198884
WBGene00014065,-0.199170904,2.115021879,1.303350719,0.269249527,0.537312606
WBGene00014066,-0.077403003,5.122379496,0.81234596,0.3798769,0.64103121
WBGene00014067,0.789469922,-0.231077328,4.689443142,0.044686499,0.180088083
WBGene00014073,0.295369351,1.128516959,1.534677407,0.232054271,0.495870885
WBGene00014074,-0.217257675,3.635754864,2.044097573,0.17071311,0.417674301
WBGene00014075,-0.060286664,4.911769327,0.5346481,0.474504859,0.717261822
WBGene00014076,-0.025244458,5.02707277,0.095690838,0.760779851,0.892008389
WBGene00014077,0.092287677,4.344526931,0.681496135,0.420376675,0.675075752
